Region,SubRegion,Country/Territory,Type of offence,Year,Drugs,Total,Males,Females,Unknown/Other/ Third/Intersex,Adults,Juveniles,Specify year
Asia,East and South-East Asia,China,Offences related to drug use and/or drug possession,2019,Sedatives and tranquillizers,78,70,8,,,,
Asia,East and South-East Asia,China,Offences related to drug trafficking,2019,All illicit drugs,44333,37564,6769,,43695,399,
Asia,East and South-East Asia,China,Offences related to drug trafficking,2019,Cannabis-type,1270,1099,171,,,,
Asia,East and South-East Asia,China,Offences related to drug trafficking,2019,Opioids,9285,7687,1598,,,,
Asia,East and South-East Asia,China,Offences related to drug trafficking,2019,Cocaine-type,42,38,2,,,,
Asia,East and South-East Asia,China,Offences related to drug trafficking,2019,ATS,23754,19821,3933,,,,
Asia,East and South-East Asia,China,Offences related to drug trafficking,2019,Ketamine and phencyclidine-type substances,1472,1264,163,,,,
Asia,East and South-East Asia,China,Offences related to drug trafficking,2019,Pharmaceutical opioids,938,753,185,,,,
Asia,East and South-East Asia,China,Offences related to drug trafficking,2019,Sedatives and tranquillizers,1326,1122,204,,,,
Asia,East and South-East Asia,China,Offences related to drug use and/or drug possession,2018,All illicit drugs,18463,15841,2622,,18298,185,
Asia,East and South-East Asia,China,Offences related to drug use and/or drug possession,2018,Cannabis-type,53,46,7,,,,
Asia,East and South-East Asia,China,Offences related to drug use and/or drug possession,2018,Opioids,648,589,59,,,,
Asia,East and South-East Asia,China,Offences related to drug use and/or drug possession,2018,Cocaine-type,1,1,0,,,,
Asia,East and South-East Asia,China,Offences related to drug use and/or drug possession,2018,ATS,4500,3845,655,,,,
Asia,East and South-East Asia,China,Offences related to drug use and/or drug possession,2018,Ketamine and phencyclidine-type substances,550,483,67,,,,
Asia,East and South-East Asia,China,Offences related to drug use and/or drug possession,2018,Pharmaceutical opioids,11,11,0,,,,
Asia,East and South-East Asia,China,Offences related to drug use and/or drug possession,2018,Sedatives and tranquillizers,42,36,6,,,,
Asia,East and South-East Asia,China,Offences related to drug trafficking,2018,All illicit drugs,44142,37126,7016,,43753,462,
Asia,East and South-East Asia,China,Offences related to drug trafficking,2018,Cannabis-type,1148,977,171,,,,
Asia,East and South-East Asia,China,Offences related to drug trafficking,2018,Opioids,12390,10468,1922,,,,
Asia,East and South-East Asia,China,Offences related to drug trafficking,2018,Cocaine-type,85,74,11,,,,
Asia,East and South-East Asia,China,Offences related to drug trafficking,2018,ATS,26749,21998,4751,,,,
Asia,East and South-East Asia,China,Offences related to drug trafficking,2018,Hallucinogens,6,5,1,,,,
Asia,East and South-East Asia,China,Offences related to drug trafficking,2018,Ketamine and phencyclidine-type substances,2032,1743,289,,,,
Asia,East and South-East Asia,China,Offences related to drug trafficking,2018,Pharmaceutical opioids,1125,867,258,,,,
Asia,East and South-East Asia,China,Offences related to drug trafficking,2018,Sedatives and tranquillizers,1389,1171,218,,,,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug use and/or drug possession,2018,All illicit drugs,2024,1739,285,,1918,106,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug use and/or drug possession,2018,Ketamine and phencyclidine-type substances,108,77,31,,99,9,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug use and/or drug possession,2018,Cannabis-type,284,267,17,,231,53,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug use and/or drug possession,2018,Methamphetamine,409,331,78,,407,2,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug use and/or drug possession,2018,Heroin,332,285,47,,325,7,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug use and/or drug possession,2018,Ecstasy-type substances,4,2,2,,3,1,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug trafficking,2018,All illicit drugs,2216,1788,428,,1975,241,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug trafficking,2018,Ketamine and phencyclidine-type substances,172,140,32,,144,28,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug trafficking,2018,Cannabis-type,340,311,29,,283,57,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug trafficking,2018,Methamphetamine,627,464,163,,605,22,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug trafficking,2018,Heroin,276,198,78,,266,10,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug trafficking,2018,Ecstasy-type substances,18,15,3,,16,2,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug use and/or drug possession,2019,All illicit drugs,1153,986,167,,1070,83,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug use and/or drug possession,2019,Ketamine and phencyclidine-type substances,78,58,20,,71,7,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug use and/or drug possession,2019,Cocaine-type,107,93,14,,95,12,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug use and/or drug possession,2019,Methamphetamine,204,161,43,,198,6,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug use and/or drug possession,2019,Heroin,148,127,21,,147,1,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug use and/or drug possession,2019,Cannabis-type,202,182,20,,157,45,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug use and/or drug possession,2019,Ecstasy-type substances,1,1,0,,1,0,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug trafficking,2019,All illicit drugs,1246,1011,235,,1068,178,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug trafficking,2019,Ketamine and phencyclidine-type substances,187,140,47,,148,39,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug trafficking,2019,Cocaine-type,335,279,56,,274,61,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug trafficking,2019,Methamphetamine,362,270,92,,334,28,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug trafficking,2019,Heroin,126,103,23,,122,4,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug trafficking,2019,Cannabis-type,188,177,11,,152,36,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug trafficking,2019,Ecstasy-type substances,24,22,2,,18,6,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug use and/or drug possession,2016,All illicit drugs,2007,1711,296,,1889,118,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug trafficking,2016,All illicit drugs,2727,2112,615,,2383,344,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug use and/or drug possession,2018,Cocaine-type,249,219,30,,223,26,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug trafficking,2018,Cocaine-type,738,623,115,,617,121,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug use and/or drug possession,2017,All illicit drugs,2391,2051,340,,2248,143,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug use and/or drug possession,2017,Heroin,500,431,69,,495,5,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug use and/or drug possession,2017,Ketamine and phencyclidine-type substances,144,112,32,,131,13,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug use and/or drug possession,2017,Methamphetamine,505,408,97,,485,20,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug use and/or drug possession,2017,Ecstasy-type substances,9,8,1,,6,3,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug use and/or drug possession,2017,Cannabis-type,281,258,23,,226,55,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug use and/or drug possession,2017,Cocaine-type,273,232,41,,241,32,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug trafficking,2017,All illicit drugs,2407,1900,507,,2149,258,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug trafficking,2017,Heroin,300,248,52,,300,0,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug trafficking,2017,Ketamine and phencyclidine-type substances,314,235,79,,265,49,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug trafficking,2017,Methamphetamine,783,560,223,,737,46,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug trafficking,2017,Ecstasy-type substances,6,4,2,,4,2,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug trafficking,2017,Cannabis-type,318,292,26,,279,39,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug trafficking,2017,Cocaine-type,607,501,106,,496,111,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug use and/or drug possession,2016,Heroin,298,254,44,,296,2,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug use and/or drug possession,2016,Ketamine and phencyclidine-type substances,203,157,46,,191,12,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug use and/or drug possession,2016,Methamphetamine,572,468,104,,550,22,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug use and/or drug possession,2016,Ecstasy-type substances,7,5,2,,5,2,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug use and/or drug possession,2016,Cannabis-type,231,214,17,,194,37,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug use and/or drug possession,2016,Cocaine-type,245,214,31,,215,30,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug trafficking,2016,Heroin,266,199,67,,262,4,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug trafficking,2016,Ketamine and phencyclidine-type substances,674,523,151,,530,144,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug trafficking,2016,Methamphetamine,921,679,242,,850,71,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug trafficking,2016,Ecstasy-type substances,22,11,11,,18,4,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug trafficking,2016,Cannabis-type,211,197,14,,174,37,
Asia,East and South-East Asia,"China, Hong Kong SAR",Offences related to drug trafficking,2016,Cocaine-type,573,458,115,,493,80,
Asia,East and South-East Asia,"China, Macao SAR",Offences related to drug use and/or drug possession,2019,All illicit drugs,67,50,17,,67,,
Asia,East and South-East Asia,"China, Macao SAR",Offences related to drug trafficking,2019,All illicit drugs,149,122,27,,145,4,
Asia,East and South-East Asia,"China, Macao SAR",Offences related to drug use and/or drug possession,2016,All illicit drugs,126,96,30,,124,2,
Asia,East and South-East Asia,"China, Macao SAR",Offences related to drug trafficking,2016,All illicit drugs,143,114,29,,141,2,
Asia,East and South-East Asia,"China, Macao SAR",Offences related to drug use and/or drug possession,2017,All illicit drugs,156,114,42,,156,0,
Asia,East and South-East Asia,"China, Macao SAR",Offences related to drug trafficking,2017,All illicit drugs,146,119,27,,146,0,
Asia,East and South-East Asia,"China, Macao SAR",Offences related to drug use and/or drug possession,2018,All illicit drugs,115,74,41,,115,,
Asia,East and South-East Asia,"China, Macao SAR",Offences related to drug trafficking,2018,All illicit drugs,127,103,22,,125,2,
Asia,South Asia,India,Offences related to drug trafficking,2018,All illicit drugs,60156,58731,1425,,,,
Asia,South Asia,India,Offences related to drug trafficking,2018,Cannabis-type,31482,31246,236,,,,
Asia,South Asia,India,Offences related to drug trafficking,2018,Opioids,16770,16087,683,,,,
Asia,South Asia,India,Offences related to drug trafficking,2018,Cocaine-type,159,156,3,,,,
Asia,South Asia,India,Offences related to drug trafficking,2018,ATS,97,96,1,,,,
Asia,South Asia,India,Offences related to drug trafficking,2018,Hallucinogens,67,67,0,,,,
Asia,South Asia,India,Offences related to drug trafficking,2018,Ketamine and phencyclidine-type substances,25,25,0,,,,
Asia,South Asia,India,Offences related to drug trafficking,2018,Plant-based NPS,7,7,0,,,,
Asia,South Asia,India,Offences related to drug trafficking,2018,Non-specified,11549,11047,502,,,,
Asia,South Asia,India,Offences related to drug trafficking,2016,Other substances not under int. control,152,151,1,,,,
Asia,South Asia,India,Offences related to drug trafficking,2016,All illicit drugs,15119,15067,52,,15115,4,
Asia,South Asia,India,Offences related to drug trafficking,2016,Cannabis-type,8727,8710,17,,,,
Asia,South Asia,India,Offences related to drug trafficking,2016,Opioids,5961,5933,28,,,,
Asia,South Asia,India,Offences related to drug trafficking,2016,Cocaine-type,135,135,0,,,,
Asia,South Asia,India,Offences related to drug trafficking,2016,ATS,35,35,0,,,,
Asia,South Asia,India,Offences related to drug trafficking,2016,Hallucinogens,8,8,0,,,,
Asia,South Asia,India,Offences related to drug trafficking,2016,Other opioids not under international control,26,23,3,,,,
Asia,South Asia,India,Offences related to drug trafficking,2017,All illicit drugs,56006,55475,531,,56005,1,
Asia,South Asia,India,Offences related to drug trafficking,2017,Cannabis-type,30086,29843,243,,,,
Asia,South Asia,India,Offences related to drug trafficking,2017,Opioids,15570,15333,237,,,,
Asia,South Asia,India,Offences related to drug trafficking,2017,Cocaine-type,212,212,0,,,,
Asia,South Asia,India,Offences related to drug trafficking,2017,ATS,226,225,1,,,,
Asia,South Asia,India,Offences related to drug trafficking,2017,Hallucinogens,79,77,2,,,,
Asia,South Asia,India,Offences related to drug trafficking,2017,Ketamine and phencyclidine-type substances,19,17,2,,,,
Asia,South Asia,India,Offences related to drug trafficking,2017,Other substances not under int. control,9814,9768,46,,,,
Asia,South Asia,India,Offences related to drug trafficking,2019,All illicit drugs,74620,72581,2039,,74620,,
Asia,South Asia,India,Offences related to drug trafficking,2019,Cannabis-type,39373,39038,335,,,,
Asia,South Asia,India,Offences related to drug trafficking,2019,Opioids,23337,22172,1165,,,,
Asia,South Asia,India,Offences related to drug trafficking,2019,Cocaine-type,199,199,0,,,,
Asia,South Asia,India,Offences related to drug trafficking,2019,ATS,414,413,1,,,,
Asia,South Asia,India,Offences related to drug trafficking,2019,Hallucinogens,9,9,0,,,,
Asia,South Asia,India,Offences related to drug trafficking,2019,Non-specified,11250,10712,538,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug use and/or drug possession,2019,Cannabis-type,44,36,8,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug use and/or drug possession,2019,Cocaine-type,6,4,2,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug use and/or drug possession,2019,ATS,8,3,5,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug use and/or drug possession,2019,All illicit drugs,59536,,,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug use and/or drug possession,2019,Cannabis-type,3164,3090,74,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug use and/or drug possession,2019,ATS,34858,32788,2070,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug use and/or drug possession,2016,Cannabis-type,1929,,,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug use and/or drug possession,2016,Opioids,11,,,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug use and/or drug possession,2016,Cocaine-type,1,,,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug use and/or drug possession,2016,ATS,39911,,,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug trafficking,2016,Cannabis-type,6091,,,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug trafficking,2016,Opioids,22,,,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug trafficking,2016,Cocaine-type,5,,,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug trafficking,2016,ATS,39911,,,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug use and/or drug possession,2018,Cannabis-type,1508,,,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug use and/or drug possession,2018,Cocaine-type,7,,,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug use and/or drug possession,2018,ATS,13882,,,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug trafficking,2018,Cannabis-type,3073,,,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug trafficking,2018,Cocaine-type,8,,,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug trafficking,2018,ATS,32680,,,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug trafficking,2018,Ketamine and phencyclidine-type substances,26,,,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug use and/or drug possession,2017,Cannabis-type,1418,,,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug use and/or drug possession,2017,Opioids,1,,,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug use and/or drug possession,2017,Cocaine-type,4,,,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug use and/or drug possession,2017,ATS,12655,,,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug use and/or drug possession,2017,Hallucinogens,108,,,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug trafficking,2017,Cannabis-type,3681,,,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug trafficking,2017,Opioids,12,,,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug trafficking,2017,Cocaine-type,10,,,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug trafficking,2017,ATS,2994,,,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug trafficking,2017,Hallucinogens,555,,,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug trafficking,2017,Synthetic cannabinoids (Spice),191,,,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug trafficking,2017,Ketamine and phencyclidine-type substances,16,,,,,,
Asia,East and South-East Asia,Indonesia,Offences related to drug trafficking,2017,Other substances not under int. control,9,,,,,,
Asia,Near and Middle East/ South-West Asia,Iran (Islamic Republic of),Offences related to drug use and/or drug possession,2017,All illicit drugs,98456,,,,,,
Asia,Near and Middle East/ South-West Asia,Iran (Islamic Republic of),Offences related to drug trafficking,2017,All illicit drugs,248716,,,,,,
Asia,Near and Middle East/ South-West Asia,Iran (Islamic Republic of),Offences related to drug use and/or drug possession,2018,All illicit drugs,179852,,,,,,
Asia,Near and Middle East/ South-West Asia,Iran (Islamic Republic of),Offences related to drug trafficking,2018,All illicit drugs,236551,,,,,,
Asia,Near and Middle East/ South-West Asia,Iran (Islamic Republic of),Offences related to drug use and/or drug possession,2016,All illicit drugs,101447,,,,,,
Asia,Near and Middle East/ South-West Asia,Iran (Islamic Republic of),Offences related to drug trafficking,2016,All illicit drugs,247737,,,,,,
Asia,Near and Middle East/ South-West Asia,Iran (Islamic Republic of),Offences related to drug use and/or drug possession,2019,All illicit drugs,188412,,,,,,
Asia,Near and Middle East/ South-West Asia,Iran (Islamic Republic of),Offences related to drug trafficking,2019,All illicit drugs,238524,,,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2019,All illicit drugs,13364,,,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2019,Cannabis-type,4321,,,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2019,Opioids,6,,,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2019,Cocaine-type,205,,,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2019,ATS,3738,,,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2019,All illicit drugs,498,,,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2019,Cannabis-type,80,,,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2019,Cocaine-type,31,,,,,,
Asia,East and South-East Asia,Japan,Offences related to drug trafficking,2019,ATS,333,,,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2016,All illicit drugs,11270,9298,1972,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2016,Cannabis-type,1984,1807,177,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2016,Opioids,0,0,0,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2016,"Cocaine (base, paste and salts)",124,116,8,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2016,ATS,9149,7363,1786,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2016,Hallucinogens,11,10,1,,,,
Asia,East and South-East Asia,Japan,Offences related to drug use and/or drug possession,2016,Ketamine and phencyclidine-type substances,2,2,0,,,,
Europe,Western and Central Europe,Andorra,Offences related to drug trafficking,2020,All illicit drugs,22,18,4,,22,0,
Europe,Western and Central Europe,Andorra,Offences related to drug use and/or drug possession,2020,All illicit drugs,86,79,7,,86,0,
Europe,South-Eastern Europe,Bulgaria,Other drug-related offences,2020,All illicit drugs,10722,9447,,,,,
Europe,Western and Central Europe,Czechia,Offences related to drug trafficking,2020,All illicit drugs,2567,2158,409,,2464,103,
Europe,Western and Central Europe,Czechia,Offences related to drug use and/or drug possession,2020,All illicit drugs,5690,5037,653,,5379,311,
Europe,Western and Central Europe,Czechia,Other drug-related offences,2020,All illicit drugs,4,2,2,,4,,
Europe,Western and Central Europe,Finland,Offences related to drug trafficking,2020,All illicit drugs,13517,11647,1870,,13087,428,
Europe,Western and Central Europe,Finland,Offences related to drug use and/or drug possession,2020,All illicit drugs,22759,19443,3316,,21593,1165,
Europe,Western and Central Europe,Finland,Other drug-related offences,2020,All illicit drugs,45,42,3,,45,0,
Europe,Western and Central Europe,Hungary,Offences related to drug trafficking,2020,All illicit drugs,1340,1111,229,,,,
Europe,Western and Central Europe,Hungary,Offences related to drug use and/or drug possession,2020,All illicit drugs,6370,5703,667,,,,
Europe,Western and Central Europe,Italy,Offences related to drug trafficking,2020,All illicit drugs,31330,28890,2440,,30415,915,
Europe,Western and Central Europe,Italy,Offences related to drug use and/or drug possession,2020,All illicit drugs,31016,28818,2198,,28114,2902,
Europe,Western and Central Europe,Italy,Other drug-related offences,2020,All illicit drugs,5,4,1,,5,,
Europe,Western and Central Europe,Malta,Offences related to drug trafficking,2020,All illicit drugs,117,96,21,,117,,
Europe,Western and Central Europe,Malta,Offences related to drug use and/or drug possession,2020,All illicit drugs,166,138,28,,156,10,
Europe,Eastern Europe,Republic of Moldova,Offences related to drug trafficking,2020,All illicit drugs,178,163,15,,174,4,
Europe,Eastern Europe,Republic of Moldova,Offences related to drug use and/or drug possession,2020,All illicit drugs,453,425,28,,445,8,
Europe,Eastern Europe,Republic of Moldova,Other drug-related offences,2020,All illicit drugs,26,24,2,,25,1,
Europe,Eastern Europe,Russian Federation,Offences related to drug trafficking,2020,All illicit drugs,83137,74674,8463,,81438,1699,
Europe,Eastern Europe,Russian Federation,Offences related to drug use and/or drug possession,2020,All illicit drugs,60835,56375,4460,,59811,1024,
Europe,South-Eastern Europe,Serbia,Offences related to drug trafficking,2020,All illicit drugs,1367,,,,1336,31,
Europe,South-Eastern Europe,Serbia,Offences related to drug use and/or drug possession,2020,All illicit drugs,5112,,,,4917,195,
Europe,South-Eastern Europe,Serbia,Other drug-related offences,2020,All illicit drugs,70,,,,61,9,
Europe,Western and Central Europe,Slovakia,Offences related to drug trafficking,2020,All illicit drugs,896,,,,,,
Europe,Western and Central Europe,Slovakia,Offences related to drug use and/or drug possession,2020,All illicit drugs,1355,,,,1304,51,
Europe,Western and Central Europe,Slovakia,Other drug-related offences,2020,All illicit drugs,676,,,,,,
Europe,Western and Central Europe,Slovenia,Offences related to drug trafficking,2020,All illicit drugs,1396,1397,132,,1584,73,
Europe,Western and Central Europe,Slovenia,Offences related to drug use and/or drug possession,2020,All illicit drugs,3791,3400,391,,3359,430,
Europe,Western and Central Europe,Slovenia,Other drug-related offences,2020,All illicit drugs,111,97,14,,88,23,
Europe,South-Eastern Europe,Turkey,Offences related to drug trafficking,2020,All illicit drugs,59186,,,,,,
Europe,South-Eastern Europe,Turkey,Offences related to drug use and/or drug possession,2020,All illicit drugs,167531,,,,,,
Europe,South-Eastern Europe,Turkey,Other drug-related offences,2020,All illicit drugs,4935,,,,,,
Europe,Western and Central Europe,Cyprus,Offences related to drug trafficking,2020,All illicit drugs,265,171,5,,250,15,
Europe,Western and Central Europe,Cyprus,Offences related to drug use and/or drug possession,2020,All illicit drugs,713,702,100,,646,67,
Europe,Western and Central Europe,United Kingdom of Great Britain and Northern Ireland,Offences related to drug trafficking,2020,All illicit drugs,771,,,,,,2020/21 financial year
Europe,Western and Central Europe,United Kingdom of Great Britain and Northern Ireland,Offences related to drug use and/or drug possession,2020,All illicit drugs,32679,,,,,,2020/21 financial year
Europe,Western and Central Europe,United Kingdom of Great Britain and Northern Ireland,Other drug-related offences,2020,All illicit drugs,145142,,,,,,2020/21 financial year
Europe,South-Eastern Europe,Croatia,Offences related to drug trafficking,2020,All illicit drugs,1149,1074,75,,1117,32,
Europe,South-Eastern Europe,Croatia,Offences related to drug use and/or drug possession,2020,All illicit drugs,6573,5946,627,,6391,182,
Europe,Western and Central Europe,Germany,Offences related to drug trafficking,2020,All illicit drugs,48273,43460,4813,,33395,14878,
Europe,Western and Central Europe,Germany,Offences related to drug use and/or drug possession,2020,All illicit drugs,254773,221192,33581,,180747,74026,
Europe,Western and Central Europe,Germany,Other drug-related offences,2020,All illicit drugs,1022,802,220,,807,215,
Europe,Eastern Europe,Belarus,Offences related to drug trafficking,2020,All illicit drugs,3541,2490,210,,2454,36,
Europe,Eastern Europe,Belarus,Offences related to drug use and/or drug possession,2020,All illicit drugs,397,356,41,,378,19,
Europe,Eastern Europe,Belarus,Other drug-related offences,2020,All illicit drugs,519,511,8,,495,24,
Europe,Western and Central Europe,Latvia,Offences related to drug trafficking,2020,All illicit drugs,536,561,75,,506,30,
Europe,Western and Central Europe,Latvia,Offences related to drug use and/or drug possession,2020,All illicit drugs,1073,944,129,,1008,65,
Europe,Western and Central Europe,Latvia,Other drug-related offences,2020,All illicit drugs,63,55,8,,62,1,
Europe,Western and Central Europe,Gibraltar,Offences related to drug trafficking,2020,All illicit drugs,38,34,4,,71,0,
Europe,Western and Central Europe,Gibraltar,Offences related to drug use and/or drug possession,2020,All illicit drugs,510,478,32,,562,32,
Europe,Western and Central Europe,Gibraltar,Other drug-related offences,2020,All illicit drugs,0,0,0,,0,0,
Europe,Western and Central Europe,Ireland,Other drug-related offences,2020,All illicit drugs,1063,956,107,,968,95,
Europe,Western and Central Europe,Lithuania,Other drug-related offences,2020,All illicit drugs,2103,1933,170,,1975,128,
Europe,Western and Central Europe,Spain,Offences related to drug trafficking,2020,All illicit drugs,24114,20897,3217,,23175,939,
Europe,Western and Central Europe,Spain,Offences related to drug use and/or drug possession,2020,All illicit drugs,337772,,,,,,
Europe,Eastern Europe,Ukraine,Offences related to drug trafficking,2020,All illicit drugs,234,,,,234,0,
Europe,Eastern Europe,Ukraine,Offences related to drug use and/or drug possession,2020,All illicit drugs,28204,,,,27941,263,
Europe,Eastern Europe,Ukraine,Other drug-related offences,2020,All illicit drugs,27970,,,,27707,263,
Europe,Western and Central Europe,Austria,Offences related to drug trafficking,2020,All illicit drugs,3788,3080,392,316,3352,120,
Europe,Western and Central Europe,Austria,Offences related to drug use and/or drug possession,2020,All illicit drugs,36505,28849,5636,2020,29224,5261,
Europe,Western and Central Europe,Belgium,Offences related to drug trafficking,2020,All illicit drugs,13116,11329,1220,567,12024,1092,
Europe,Western and Central Europe,Belgium,Offences related to drug use and/or drug possession,2020,All illicit drugs,39995,35487,3280,1228,36543,3452,
Europe,Western and Central Europe,Belgium,Other drug-related offences,2020,All illicit drugs,1379,1122,205,52,1259,120,
Europe,Western and Central Europe,Greece,Offences related to drug trafficking,2020,All illicit drugs,3347,2819,298,230,3289,58,
Europe,Western and Central Europe,Greece,Offences related to drug use and/or drug possession,2020,All illicit drugs,13335,12360,746,229,12946,389,
Europe,Western and Central Europe,Luxembourg,Offences related to drug trafficking,2020,All illicit drugs,187,166,21,0,175,11,
Europe,Western and Central Europe,Luxembourg,Offences related to drug use and/or drug possession,2020,All illicit drugs,1504,1303,192,9,1366,137,
